"state","puma22","zcta","stab","ZIPName","PUMA22name","pop20","afact"
"State code","PUMA (2022)","ZIP census tabulation area","State abbr.","ZIP Code name","PUMA22 name","Total population (2020 Census)","puma22-to-zcta allocation factor"
"53","23305","98074","WA","Sammamish, WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",30534,0.1932 
"53","23305","98075","WA","Sammamish, WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",26022,0.1647 
"53","23306","98010","WA","Black Diamond, WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",5699,0.0444 
"53","23306","98022","WA","Enumclaw, WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",19395,0.1512 
"53","23306","98025","WA","Hobart, WA (PO boxes)","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",40,0.0003 
"53","23306","98027","WA","Issaquah, WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",6126,0.0477 
"53","23306","98038","WA","Maple Valley, WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",37487,0.2922 
"53","23306","98042","WA","Kent, WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",34069,0.2655 
"53","23306","98051","WA","Ravensdale, WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",3802,0.0296 
"53","23306","98058","WA","Renton, WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",5683,0.0443 
"53","23306","98059","WA","Renton, WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",9722,0.0758 
"53","23306","98092","WA","Auburn, WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",6273,0.0489 
"53","23307","98001","WA","Auburn, WA","King County (Southwest)--Auburn City & Lakeland",35809,0.2801 
"53","23307","98002","WA","Auburn, WA","King County (Southwest)--Auburn City & Lakeland",38474,0.3009 
"53","23307","98003","WA","Federal Way, WA","King County (Southwest)--Auburn City & Lakeland",6852,0.0536 
"53","23307","98022","WA","Enumclaw, WA","King County (Southwest)--Auburn City & Lakeland",3116,0.0244 
"53","23307","98030","WA","Kent, WA","King County (Southwest)--Auburn City & Lakeland",1009,0.0079 
"53","23307","98032","WA","Kent, WA","King County (Southwest)--Auburn City & Lakeland",215,0.0017 
"53","23307","98047","WA","Pacific, WA","King County (Southwest)--Auburn City & Lakeland",6917,0.0541 
"53","23307","98092","WA","Auburn, WA","King County (Southwest)--Auburn City & Lakeland",33937,0.2654 
"53","23307","98354","WA","Milton, WA","King County (Southwest)--Auburn City & Lakeland",1535,0.012 
"53","23308","98003","WA","Federal Way, WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",44899,0.3319 
"53","23308","98023","WA","Federal Way, WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",51713,0.3823 
"53","23308","98032","WA","Kent, WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",1284,0.0095 
"53","23308","98070","WA","Vashon, WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",11055,0.0817 
"53","23308","98198","WA","Seattle, WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",26276,0.1943 
"53","23308","98422","WA","Tacoma, WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",35,0.0003 
"53","23309","98001","WA","Auburn, WA","King County (Southwest Central)--Kent City",264,0.0019 
"53","23309","98030","WA","Kent, WA","King County (Southwest Central)--Kent City",37924,0.2768 
"53","23309","98031","WA","Kent, WA","King County (Southwest Central)--Kent City",43055,0.3142 
"53","23309","98032","WA","Kent, WA","King County (Southwest Central)--Kent City",36443,0.266 
"53","23309","98042","WA","Kent, WA","King County (Southwest Central)--Kent City",14962,0.1092 
"53","23309","98055","WA","Renton, WA","King County (Southwest Central)--Kent City",1353,0.0099 
"53","23309","98058","WA","Renton, WA","King County (Southwest Central)--Kent City",2185,0.0159 
"53","23309","98092","WA","Auburn, WA","King County (Southwest Central)--Kent City",348,0.0025 
"53","23309","98198","WA","Seattle, WA","King County (Southwest Central)--Kent City",492,0.0036 
"53","23310","98055","WA","Renton, WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",23105,0.1612 
"53","23310","98056","WA","Renton, WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",28691,0.2002 
"53","23310","98057","WA","Renton, WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",13449,0.0938 
"53","23310","98058","WA","Renton, WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",35762,0.2495 
"53","23310","98059","WA","Renton, WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",24744,0.1726 
"53","23310","98178","WA","Seattle, WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",17569,0.1226 
"53","23311","98032","WA","Kent, WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",802,0.0057 
"53","23311","98057","WA","Renton, WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",44,0.0003 
"53","23311","98106","WA","Seattle, WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",2616,0.0187 
"53","23311","98108","WA","Seattle, WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",802,0.0057 
"53","23311","98126","WA","Seattle, WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",272,0.0019 
"53","23311","98146","WA","Seattle, WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",24196,0.173 
"53","23311","98148","WA","Seattle, WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",11092,0.0793 
"53","23311","98166","WA","Seattle, WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",22152,0.1584 
"53","23311","98168","WA","Seattle, WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",36389,0.2602 
"53","23311","98178","WA","Seattle, WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",1671,0.0119 
"53","23311","98188","WA","Seattle, WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",27851,0.1992 
"53","23311","98198","WA","Seattle, WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",11959,0.0855 
"53","23312","98104","WA","Seattle, WA","Seatle City (West Seattle-Industrial)",988,0.0094 
"53","23312","98106","WA","Seattle, WA","Seatle City (West Seattle-Industrial)",23679,0.2261 
"53","23312","98108","WA","Seattle, WA","Seatle City (West Seattle-Industrial)",5692,0.0544 
"53","23312","98116","WA","Seattle, WA","Seatle City (West Seattle-Industrial)",27691,0.2645 
"53","23312","98126","WA","Seattle, WA","Seatle City (West Seattle-Industrial)",23455,0.224 
"53","23312","98134","WA","Seattle, WA","Seatle City (West Seattle-Industrial)",1216,0.0116 
"53","23312","98136","WA","Seattle, WA","Seatle City (West Seattle-Industrial)",16424,0.1569 
"53","23312","98144","WA","Seattle, WA","Seatle City (West Seattle-Industrial)",912,0.0087 
"53","23312","98146","WA","Seattle, WA","Seatle City (West Seattle-Industrial)",4649,0.0444 
"53","23313","98108","WA","Seattle, WA","Seattle City (Southeast)",18515,0.1845 
"53","23313","98118","WA","Seattle, WA","Seattle City (Southeast)",47504,0.4734 
"53","23313","98122","WA","Seattle, WA","Seattle City (Southeast)",104,0.001 
"53","23313","98144","WA","Seattle, WA","Seattle City (Southeast)",27333,0.2724 
"53","23313","98178","WA","Seattle, WA","Seattle City (Southeast)",6882,0.0686 
"53","23314","98101","WA","Seattle, WA","Seattle City (Central)",3935,0.0383 
"53","23314","98102","WA","Seattle, WA","Seattle City (Central)",21025,0.2046 
"53","23314","98104","WA","Seattle, WA","Seattle City (Central)",9154,0.0891 
"53","23314","98112","WA","Seattle, WA","Seattle City (Central)",23152,0.2253 
"53","23314","98122","WA","Seattle, WA","Seattle City (Central)",41542,0.4043 
"53","23314","98144","WA","Seattle, WA","Seattle City (Central)",3933,0.0383 
"53","23315","98101","WA","Seattle, WA","Seattle City (Lake Union-Downtown)",12302,0.1217 
"53","23315","98102","WA","Seattle, WA","Seattle City (Lake Union-Downtown)",4041,0.04 
"53","23315","98104","WA","Seattle, WA","Seattle City (Lake Union-Downtown)",6015,0.0595 
"53","23315","98109","WA","Seattle, WA","Seattle City (Lake Union-Downtown)",34551,0.3417 
"53","23315","98119","WA","Seattle, WA","Seattle City (Lake Union-Downtown)",22615,0.2237 
"53","23315","98121","WA","Seattle, WA","Seattle City (Lake Union-Downtown)",21411,0.2118 
"53","23315","98164","WA","Seattle, WA","Seattle City (Lake Union-Downtown)",176,0.0017 
"53","23316","98103","WA","Seattle, WA","Seattle City (Northwest)",18082,0.1732 
"53","23316","98107","WA","Seattle, WA","Seattle City (Northwest)",28557,0.2735 
"53","23316","98117","WA","Seattle, WA","Seattle City (Northwest)",30505,0.2921 
"53","23316","98119","WA","Seattle, WA","Seattle City (Northwest)",3623,0.0347 
"53","23316","98177","WA","Seattle, WA","Seattle City (Northwest)",1108,0.0106 
"53","23316","98199","WA","Seattle, WA","Seattle City (Northwest)",22549,0.2159 
"53","23317","98103","WA","Seattle, WA","Seattle City (Northeast)",23804,0.2088 
"53","23317","98105","WA","Seattle, WA","Seattle City (Northeast)",49151,0.4311 
"53","23317","98115","WA","Seattle, WA","Seattle City (Northeast)",37351,0.3276 
"53","23317","98195","WA","Seattle, WA","Seattle City (Northeast)",3710,0.0325 
"53","23318","98103","WA","Seattle, WA","Seattle City (North)",11170,0.1018 
"53","23318","98115","WA","Seattle, WA","Seattle City (North)",16971,0.1547 
"53","23318","98117","WA","Seattle, WA","Seattle City (North)",5103,0.0465 
"53","23318","98125","WA","Seattle, WA","Seattle City (North)",42965,0.3917 
"53","23318","98133","WA","Seattle, WA","Seattle City (North)",26046,0.2374 
"53","23318","98155","WA","Seattle, WA","Seattle City (North)",40,0.0004 
"53","23318","98177","WA","Seattle, WA","Seattle City (North)",7396,0.0674 
"53","23501","98110","WA","Bainbridge Island, WA","Kitsap County (North)--Bainbridge Island City & Silverdale",24825,0.1861 
"53","23501","98311","WA","Bremerton, WA","Kitsap County (North)--Bainbridge Island City & Silverdale",22057,0.1654 
"53","23501","98312","WA","Bremerton, WA","Kitsap County (North)--Bainbridge Island City & Silverdale",6141,0.046 
